CaseBarcode,CorepackBarcode,OrderId,RequestDate,Core Pack check,Result_DAQ,CH8_V,CH9_V,CH10_V,CH11_V,CH12_V,TempMaxThr,TempMinThr,VoltDiffThr,VoltMaxThr,VoltMinThr,Result_ETEST,ACIR,DCIR,OCVoltage,Ah,PackageTime
FR07254007453,7254007453,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.502,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/19 14:16:42
FR07254007454,7254007454,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.5,,2026/01/02 14:08:58
FR07254007455,7254007455,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/19 13:25:05
FR07254007456,7254007456,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/23 11:17:02
FR07254007457,7254007457,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/30 14:58:31
FR07254007458,7254007458,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.5,,2025/12/29 16:11:06
FR07254007459,7254007459,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/06 13:35:23
FR07254007460,7254007460,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/23 11:00:56
FR07254007461,7254007461,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2025/12/22 13:30:28
FR07254007462,7254007462,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.502,3.503,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/02 12:01:47
FR07254007463,7254007463,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.057,17.49,,2025/12/17 14:25:15
FR07254007464,7254007464,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.054,17.48,,2026/01/09 17:09:07
FR07254007465,7254007465,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/24 11:02:53
FR07254007466,7254007466,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/22 15:35:02
FR07254007467,7254007467,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/13 12:25:12
FR07254007468,7254007468,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.502,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/05 09:30:49
FR07254007469,7254007469,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2025/12/19 15:44:54
FR07254007470,7254007470,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/22 14:21:32
FR07254007471,7254007471,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/06 17:25:36
FR07254007472,7254007472,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/30 09:36:41
FR07254007473,7254007473,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/22 11:44:32
FR07254007474,7254007474,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2025/12/29 15:03:20
FR07254007475,7254007475,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2025/12/22 13:40:09
FR07254007476,7254007476,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.48,,2026/01/12 17:17:36
FR07254007477,7254007477,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/29 13:06:30
FR07254007478,7254007478,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.502,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,,2026/01/12 14:22:05
FR07254007479,7254007479,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.054,17.49,,2026/01/06 16:16:11
FR07254007480,7254007480,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/07 17:14:28
FR07254007481,7254007481,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.032,0.054,17.49,,2025/12/19 15:30:07
FR07254007482,7254007482,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/30 14:38:19
FR07254007483,7254007483,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.031,0.052,17.47,,2025/12/26 16:34:37
FR07254007484,7254007484,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.055,17.48,,2025/12/19 16:28:04
FR07254007485,7254007485,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2026/01/09 09:34:28
FR07254007486,7254007486,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,,2025/12/22 13:15:48
FR07254007487,7254007487,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.031,0.059,17.49,,2025/12/17 09:44:38
FR07254007488,7254007488,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.502,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/19 10:53:45
FR07254007489,7254007489,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2026/01/07 17:26:20
FR07254007490,7254007490,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2026/01/06 14:36:37
FR07254007491,7254007491,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.058,17.49,,2026/01/12 13:17:46
FR07254007492,7254007492,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.057,17.49,,2026/01/08 13:30:49
FR07254007493,7254007493,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.502,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.5,,2025/12/17 14:28:25
FR07254007494,7254007494,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.05,17.49,,2025/12/18 10:13:04
FR07254007495,7254007495,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/19 13:57:58
FR07254007496,7254007496,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.032,0.058,17.47,,2026/01/02 10:53:41
FR07254007497,7254007497,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2026/01/09 11:02:23
FR07254007498,7254007498,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.031,0.053,17.49,,2026/01/07 14:15:33
FR07254007499,7254007499,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.031,0.05,17.49,,2025/12/31 16:24:47
FR07254007500,7254007500,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.054,17.5,,2025/12/31 14:07:34
FR07254007501,7254007501,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/19 11:59:13
FR07254007502,7254007502,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.503,3.5,3.501,35,15,0.005,4.2,3,PASS,0.031,0.05,17.49,,2026/01/02 14:21:02
FR07254007503,7254007503,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/13 17:15:49
FR07254007504,7254007504,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.502,3.502,3.501,35,15,0.005,4.2,3,PASS,0.031,0.051,17.5,,2026/01/12 11:16:14
FR07254007505,7254007505,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/12 15:32:56
FR07254007506,7254007506,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/15 17:19:08
FR07254007507,7254007507,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.032,0.056,17.49,,2026/01/12 13:46:47
FR07254007508,7254007508,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.503,3.503,3.502,3.503,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/30 09:50:59
FR07254007509,7254007509,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.029,0.057,17.49,,2026/01/13 15:47:45
FR07254007510,7254007510,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.03,0.054,17.48,,2025/12/19 11:29:31
FR07254007511,7254007511,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.031,0.052,17.49,,2026/01/12 14:14:07
FR07254007512,7254007512,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.501,3.499,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/29 11:30:22
FR07254007513,7254007513,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/02 15:03:07
FR07254007514,7254007514,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.033,0.052,17.49,,2025/12/26 15:31:22
FR07254007515,7254007515,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.052,17.48,,2026/01/12 14:12:26
FR07254007516,7254007516,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2025/12/30 09:41:55
FR07254007517,7254007517,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.502,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,,2026/01/02 15:06:58
FR07254007518,7254007518,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2026/01/08 10:40:45
FR07254007519,7254007519,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2025/12/15 10:43:24
FR07254007520,7254007520,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.054,17.49,,2026/01/08 14:54:07
FR07254007521,7254007521,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.028,0.052,17.5,,2026/01/13 14:11:15
FR07254007522,7254007522,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.028,0.051,17.48,,2026/01/06 16:35:51
FR07254007523,7254007523,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.503,3.503,3.502,3.503,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2026/01/06 12:32:59
FR07254007524,7254007524,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/29 12:47:02
FR07254007525,7254007525,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.052,17.49,,2025/12/23 10:11:54
FR07254007526,7254007526,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.058,17.47,,2025/12/17 10:22:44
FR07254007527,7254007527,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.503,3.502,35,15,0.005,4.2,3,PASS,0.029,0.052,17.48,,2025/12/31 12:42:24
FR07254007528,7254007528,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/22 14:10:30
FR07254007529,7254007529,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.05,17.49,,2025/12/31 16:13:13
FR07254007530,7254007530,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.029,0.054,17.5,,2025/12/31 13:29:49
FR07254007531,7254007531,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2026/01/07 15:14:03
FR07254007532,7254007532,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.503,3.501,3.5,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,,2026/01/02 12:30:32
FR07254007533,7254007533,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.053,17.49,,2025/12/16 11:09:54
FR07254007534,7254007534,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.502,35,15,0.005,4.2,3,PASS,0.029,0.051,17.5,,2026/01/08 17:22:17
FR07254007535,7254007535,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.032,0.053,17.49,,2026/01/13 17:06:01
FR07254007536,7254007536,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2026/01/02 10:59:50
FR07254007537,7254007537,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.031,0.056,17.49,,2025/12/15 10:39:31
FR07254007538,7254007538,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/16 14:25:53
FR07254007539,7254007539,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.057,17.49,,2026/01/09 09:30:26
FR07254007540,7254007540,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.054,17.48,,2025/12/19 10:11:44
FR07254007541,7254007541,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.031,0.052,17.49,,2026/01/09 12:11:23
FR07254007542,7254007542,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.029,0.051,17.49,,2025/12/16 09:46:16
FR07254007543,7254007543,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/07 16:29:57
FR07254007544,7254007544,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.502,3.501,3.502,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2026/01/12 12:14:54
FR07254007545,7254007545,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.502,3.5,35,15,0.005,4.2,3,PASS,0.03,0.052,17.48,,2025/12/31 13:15:49
FR07254007546,7254007546,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/09 15:43:35
FR07254007547,7254007547,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.502,3.502,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/26 15:52:26
FR07254007548,7254007548,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.5,3.502,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2026/01/02 13:42:39
FR07254007549,7254007549,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.501,3.502,3.501,35,15,0.005,4.2,3,PASS,0.03,0.053,17.49,,2025/12/19 14:32:12
FR07254007550,7254007550,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.032,0.054,17.49,,2026/01/08 13:45:09
FR07254007551,7254007551,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.5,,2026/01/08 09:35:21
FR07254007552,7254007552,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.031,0.051,17.48,,2025/12/23 12:51:50
FR07254007553,7254007553,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.031,0.052,17.49,,2026/01/09 15:47:33
FR07254007554,7254007554,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.051,17.49,,2025/12/30 16:05:32
FR07254007555,7254007555,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.502,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2026/01/02 15:46:12
FR07254007556,7254007556,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.031,0.053,17.49,,2025/12/15 11:18:33
FR07254007557,7254007557,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.054,17.49,,2025/12/29 14:50:00
FR07254007558,7254007558,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.031,0.052,17.49,,2025/12/16 11:55:12
FR07254007559,7254007559,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.052,17.47,,2026/01/09 16:55:39
FR07254007560,7254007560,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.055,17.48,,2025/12/15 13:03:05
FR07254007561,7254007561,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.032,0.056,17.49,,2026/01/12 09:56:13
FR07254007562,7254007562,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2025/12/16 15:12:09
FR07254007563,7254007563,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.029,0.059,17.49,,2025/12/19 13:38:27
FR07254007564,7254007564,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.5,3.502,3.501,35,15,0.005,4.2,3,PASS,0.03,0.052,17.49,,2025/12/16 14:55:56
FR07254007565,7254007565,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.031,0.051,17.49,,2026/01/09 11:34:34
FR07254007566,7254007566,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.03,0.056,17.49,,2025/12/19 10:28:40
FR07254007567,7254007567,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.029,0.058,17.49,,2026/01/08 16:39:20
FR07254007568,7254007568,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.033,0.057,17.49,,2026/01/07 16:53:41
FR07254007569,7254007569,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.028,0.052,17.5,,2026/01/13 09:47:43
FR07254007570,7254007570,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,,2026/01/12 16:44:52
FR07254007571,7254007571,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,,2025/12/15 15:09:48
FR07254007572,7254007572,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.028,0.058,17.47,,2026/01/08 10:27:57
FR07254007573,7254007573,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.052,17.48,,2025/12/26 12:12:56
FR07254007574,7254007574,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2026/01/12 17:26:11
FR07254007575,7254007575,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,,2025/12/18 13:11:33
FR07254007576,7254007576,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.054,17.5,,2025/12/23 11:58:39
FR07254007577,7254007577,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.501,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2025/12/30 09:45:50
FR07254007578,7254007578,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2026/01/12 17:24:26
FR07254007579,7254007579,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.5,3.5,3.502,35,15,0.005,4.2,3,PASS,0.028,0.05,17.49,,2025/12/29 17:17:02
FR07254007580,7254007580,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.501,3.501,3.5,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2025/12/15 12:51:26
FR07254007581,7254007581,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.499,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.028,0.051,17.5,,2026/01/13 14:30:16
FR07254007582,7254007582,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2026/01/07 17:06:47
FR07254007583,7254007583,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.502,3.503,3.502,3.502,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,,2026/01/08 15:49:20
FR07254007584,7254007584,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.056,17.49,,2025/12/15 11:26:26
FR07254007585,7254007585,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.053,17.49,,2025/12/16 09:39:52
FR07254007586,7254007586,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.501,3.501,35,15,0.005,4.2,3,PASS,0.028,0.057,17.49,,2026/01/07 17:18:12
FR07254007587,7254007587,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.501,35,15,0.005,4.2,3,PASS,0.028,0.054,17.48,,2025/12/17 13:24:59
FR07254007588,7254007588,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,,2026/01/07 12:35:40
FR07254007589,7254007589,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.501,3.5,3.499,35,15,0.005,4.2,3,PASS,0.028,0.051,17.49,,2025/12/31 12:39:34
FR07254007590,7254007590,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.501,3.502,3.502,3.502,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,,2026/01/12 15:14:57
FR07254007591,7254007591,5112-20250923001,2026/01/14,PASS,PASS,3.5,3.5,3.5,3.5,3.5,35,15,0.005,4.2,3,PASS,0.028,0.052,17.49,,2026/01/08 11:34:27
